,Id,data,element,value
21995,MX000017004,2003-01-13,TMIN,142
21994,MX000017004,2003-01-13,TMAX,273
21996,MX000017004,2003-01-13,PRCP,0
23710,MX000017004,2003-01-14,PRCP,0
23709,MX000017004,2003-01-14,TMIN,106
23708,MX000017004,2003-01-14,TMAX,273
25422,MX000017004,2003-01-15,TMAX,256
25423,MX000017004,2003-01-15,TMIN,104
25424,MX000017004,2003-01-15,PRCP,0
27136,MX000017004,2003-01-16,TMAX,-9999
27138,MX000017004,2003-01-16,PRCP,0
27137,MX000017004,2003-01-16,TMIN,-9999
28850,MX000017004,2003-01-17,TMAX,257
28851,MX000017004,2003-01-17,TMIN,86
28852,MX000017004,2003-01-17,PRCP,0
30566,MX000017004,2003-01-18,PRCP,0
30565,MX000017004,2003-01-18,TMIN,-9999
30564,MX000017004,2003-01-18,TMAX,-9999
32279,MX000017004,2003-01-19,TMIN,-9999
32280,MX000017004,2003-01-19,PRCP,0
32278,MX000017004,2003-01-19,TMAX,-9999
3142,MX000017004,2003-01-2,PRCP,-9999
3141,MX000017004,2003-01-2,TMIN,-9999
3140,MX000017004,2003-01-2,TMAX,-9999
33992,MX000017004,2003-01-20,TMAX,-9999
33993,MX000017004,2003-01-20,TMIN,-9999
33994,MX000017004,2003-01-20,PRCP,0
35708,MX000017004,2003-01-21,PRCP,-9999
35706,MX000017004,2003-01-21,TMAX,-9999
35707,MX000017004,2003-01-21,TMIN,-9999
37421,MX000017004,2003-01-22,TMIN,119
37422,MX000017004,2003-01-22,PRCP,0
37420,MX000017004,2003-01-22,TMAX,280
39136,MX000017004,2003-01-23,PRCP,-9999
39134,MX000017004,2003-01-23,TMAX,-9999
39135,MX000017004,2003-01-23,TMIN,-9999
40850,MX000017004,2003-01-24,PRCP,0
40848,MX000017004,2003-01-24,TMAX,272
40849,MX000017004,2003-01-24,TMIN,132
42564,MX000017004,2003-01-25,PRCP,0
42562,MX000017004,2003-01-25,TMAX,251
42563,MX000017004,2003-01-25,TMIN,97
44278,MX000017004,2003-01-26,PRCP,-9999
44277,MX000017004,2003-01-26,TMIN,-9999
44276,MX000017004,2003-01-26,TMAX,-9999
45992,MX000017004,2003-01-27,PRCP,-9999
45990,MX000017004,2003-01-27,TMAX,-9999
45991,MX000017004,2003-01-27,TMIN,-9999
47705,MX000017004,2003-01-28,TMIN,-9999
47704,MX000017004,2003-01-28,TMAX,-9999
47706,MX000017004,2003-01-28,PRCP,0
49418,MX000017004,2003-01-29,TMAX,-9999
49420,MX000017004,2003-01-29,PRCP,0
49419,MX000017004,2003-01-29,TMIN,-9999
4855,MX000017004,2003-01-3,TMIN,-9999
4854,MX000017004,2003-01-3,TMAX,-9999
4856,MX000017004,2003-01-3,PRCP,-9999
51134,MX000017004,2003-01-30,PRCP,0
51133,MX000017004,2003-01-30,TMIN,-9999
51132,MX000017004,2003-01-30,TMAX,-9999
52848,MX000017004,2003-01-31,PRCP,0
52846,MX000017004,2003-01-31,TMAX,-9999
52847,MX000017004,2003-01-31,TMIN,-9999
6570,MX000017004,2003-01-4,PRCP,-9999
6568,MX000017004,2003-01-4,TMAX,-9999
6569,MX000017004,2003-01-4,TMIN,-9999
8284,MX000017004,2003-01-5,PRCP,-9999
8283,MX000017004,2003-01-5,TMIN,-9999
8282,MX000017004,2003-01-5,TMAX,-9999
9998,MX000017004,2003-01-6,PRCP,0
9997,MX000017004,2003-01-6,TMIN,-9999
9996,MX000017004,2003-01-6,TMAX,-9999
11712,MX000017004,2003-01-7,PRCP,-9999
11711,MX000017004,2003-01-7,TMIN,-9999
11710,MX000017004,2003-01-7,TMAX,-9999
13426,MX000017004,2003-01-8,PRCP,0
13425,MX000017004,2003-01-8,TMIN,-9999
13424,MX000017004,2003-01-8,TMAX,-9999
15138,MX000017004,2003-01-9,TMAX,266
15140,MX000017004,2003-01-9,PRCP,0
15139,MX000017004,2003-01-9,TMIN,99
1430,MX000017004,2003-02-1,TMIN,-9999
1429,MX000017004,2003-02-1,TMAX,-9999
1431,MX000017004,2003-02-1,PRCP,-9999
16857,MX000017004,2003-02-10,PRCP,0
16856,MX000017004,2003-02-10,TMIN,-9999
16855,MX000017004,2003-02-10,TMAX,-9999
18570,MX000017004,2003-02-11,TMIN,-9999
18571,MX000017004,2003-02-11,PRCP,-9999
18569,MX000017004,2003-02-11,TMAX,-9999
20283,MX000017004,2003-02-12,TMAX,295
20285,MX000017004,2003-02-12,PRCP,0
20284,MX000017004,2003-02-12,TMIN,136
21999,MX000017004,2003-02-13,PRCP,0
21998,MX000017004,2003-02-13,TMIN,123
21997,MX000017004,2003-02-13,TMAX,291
23713,MX000017004,2003-02-14,PRCP,0
23712,MX000017004,2003-02-14,TMIN,-9999
23711,MX000017004,2003-02-14,TMAX,-9999
25427,MX000017004,2003-02-15,PRCP,0
25426,MX000017004,2003-02-15,TMIN,122
25425,MX000017004,2003-02-15,TMAX,293
27140,MX000017004,2003-02-16,TMIN,110
27139,MX000017004,2003-02-16,TMAX,289
27141,MX000017004,2003-02-16,PRCP,0
28854,MX000017004,2003-02-17,TMIN,126
28853,MX000017004,2003-02-17,TMAX,292
28855,MX000017004,2003-02-17,PRCP,0
30569,MX000017004,2003-02-18,PRCP,0
30567,MX000017004,2003-02-18,TMAX,293
30568,MX000017004,2003-02-18,TMIN,126
32283,MX000017004,2003-02-19,PRCP,0
32282,MX000017004,2003-02-19,TMIN,-9999
32281,MX000017004,2003-02-19,TMAX,-9999
3145,MX000017004,2003-02-2,PRCP,0
3143,MX000017004,2003-02-2,TMAX,-9999
3144,MX000017004,2003-02-2,TMIN,-9999
33997,MX000017004,2003-02-20,PRCP,0
33996,MX000017004,2003-02-20,TMIN,126
33995,MX000017004,2003-02-20,TMAX,300
35709,MX000017004,2003-02-21,TMAX,293
35711,MX000017004,2003-02-21,PRCP,0
35710,MX000017004,2003-02-21,TMIN,109
37424,MX000017004,2003-02-22,TMIN,101
37423,MX000017004,2003-02-22,TMAX,280
37425,MX000017004,2003-02-22,PRCP,0
39138,MX000017004,2003-02-23,TMIN,91
39137,MX000017004,2003-02-23,TMAX,281
39139,MX000017004,2003-02-23,PRCP,0
40851,MX000017004,2003-02-24,TMAX,282
40853,MX000017004,2003-02-24,PRCP,0
40852,MX000017004,2003-02-24,TMIN,92
42565,MX000017004,2003-02-25,TMAX,-9999
42567,MX000017004,2003-02-25,PRCP,-9999
42566,MX000017004,2003-02-25,TMIN,-9999
44279,MX000017004,2003-02-26,TMAX,301
44280,MX000017004,2003-02-26,TMIN,114
44281,MX000017004,2003-02-26,PRCP,0
45995,MX000017004,2003-02-27,PRCP,-9999
45993,MX000017004,2003-02-27,TMAX,-9999
45994,MX000017004,2003-02-27,TMIN,-9999
47707,MX000017004,2003-02-28,TMAX,-9999
47709,MX000017004,2003-02-28,PRCP,-9999
47708,MX000017004,2003-02-28,TMIN,-9999
49421,MX000017004,2003-02-29,TMAX,-9999
49422,MX000017004,2003-02-29,TMIN,-9999
49423,MX000017004,2003-02-29,PRCP,-9999
4857,MX000017004,2003-02-3,TMAX,-9999
4858,MX000017004,2003-02-3,TMIN,-9999
4859,MX000017004,2003-02-3,PRCP,-9999
51135,MX000017004,2003-02-30,TMAX,-9999
51136,MX000017004,2003-02-30,TMIN,-9999
51137,MX000017004,2003-02-30,PRCP,-9999
52851,MX000017004,2003-02-31,PRCP,-9999
52849,MX000017004,2003-02-31,TMAX,-9999
52850,MX000017004,2003-02-31,TMIN,-9999
6573,MX000017004,2003-02-4,PRCP,0
6572,MX000017004,2003-02-4,TMIN,-9999
6571,MX000017004,2003-02-4,TMAX,-9999
8285,MX000017004,2003-02-5,TMAX,293
8286,MX000017004,2003-02-5,TMIN,136
8287,MX000017004,2003-02-5,PRCP,0
10000,MX000017004,2003-02-6,TMIN,-9999
10001,MX000017004,2003-02-6,PRCP,-9999
9999,MX000017004,2003-02-6,TMAX,-9999
11713,MX000017004,2003-02-7,TMAX,-9999
11714,MX000017004,2003-02-7,TMIN,-9999
11715,MX000017004,2003-02-7,PRCP,-9999
13428,MX000017004,2003-02-8,TMIN,130
13427,MX000017004,2003-02-8,TMAX,302
13429,MX000017004,2003-02-8,PRCP,0
15143,MX000017004,2003-02-9,PRCP,-9999
15142,MX000017004,2003-02-9,TMIN,-9999
15141,MX000017004,2003-02-9,TMAX,-9999
1433,MX000017004,2003-03-1,TMIN,-9999
1432,MX000017004,2003-03-1,TMAX,-9999
1434,MX000017004,2003-03-1,PRCP,-9999
16859,MX000017004,2003-03-10,TMIN,-9999
16858,MX000017004,2003-03-10,TMAX,-9999
16860,MX000017004,2003-03-10,PRCP,-9999
18574,MX000017004,2003-03-11,PRCP,0
18573,MX000017004,2003-03-11,TMIN,-9999
18572,MX000017004,2003-03-11,TMAX,-9999
20286,MX000017004,2003-03-12,TMAX,310
20287,MX000017004,2003-03-12,TMIN,146
20288,MX000017004,2003-03-12,PRCP,0
22001,MX000017004,2003-03-13,TMIN,-9999
22002,MX000017004,2003-03-13,PRCP,0
22000,MX000017004,2003-03-13,TMAX,-9999
23716,MX000017004,2003-03-14,PRCP,0
23715,MX000017004,2003-03-14,TMIN,152
23714,MX000017004,2003-03-14,TMAX,309
25430,MX000017004,2003-03-15,PRCP,0
25429,MX000017004,2003-03-15,TMIN,-9999
25428,MX000017004,2003-03-15,TMAX,-9999
27143,MX000017004,2003-03-16,TMIN,120
27144,MX000017004,2003-03-16,PRCP,0
27142,MX000017004,2003-03-16,TMAX,301
28857,MX000017004,2003-03-17,TMIN,114
28856,MX000017004,2003-03-17,TMAX,302
28858,MX000017004,2003-03-17,PRCP,0
30571,MX000017004,2003-03-18,TMIN,-9999
30572,MX000017004,2003-03-18,PRCP,0
30570,MX000017004,2003-03-18,TMAX,-9999
32286,MX000017004,2003-03-19,PRCP,0
32284,MX000017004,2003-03-19,TMAX,-9999
32285,MX000017004,2003-03-19,TMIN,-9999
3147,MX000017004,2003-03-2,TMIN,-9999
3146,MX000017004,2003-03-2,TMAX,-9999
3148,MX000017004,2003-03-2,PRCP,-9999
34000,MX000017004,2003-03-20,PRCP,0
33999,MX000017004,2003-03-20,TMIN,-9999
33998,MX000017004,2003-03-20,TMAX,-9999
35713,MX000017004,2003-03-21,TMIN,-9999
35712,MX000017004,2003-03-21,TMAX,-9999
35714,MX000017004,2003-03-21,PRCP,0
37427,MX000017004,2003-03-22,TMIN,-9999
37426,MX000017004,2003-03-22,TMAX,-9999
37428,MX000017004,2003-03-22,PRCP,0
39142,MX000017004,2003-03-23,PRCP,0
39141,MX000017004,2003-03-23,TMIN,117
39140,MX000017004,2003-03-23,TMAX,323
40855,MX000017004,2003-03-24,TMIN,138
40854,MX000017004,2003-03-24,TMAX,314
40856,MX000017004,2003-03-24,PRCP,0
42570,MX000017004,2003-03-25,PRCP,0
42568,MX000017004,2003-03-25,TMAX,-9999
42569,MX000017004,2003-03-25,TMIN,-9999
44283,MX000017004,2003-03-26,TMIN,131
44282,MX000017004,2003-03-26,TMAX,320
44284,MX000017004,2003-03-26,PRCP,0
45996,MX000017004,2003-03-27,TMAX,310
45998,MX000017004,2003-03-27,PRCP,0
45997,MX000017004,2003-03-27,TMIN,131
47710,MX000017004,2003-03-28,TMAX,-9999
47712,MX000017004,2003-03-28,PRCP,0
47711,MX000017004,2003-03-28,TMIN,-9999
49424,MX000017004,2003-03-29,TMAX,-9999
49425,MX000017004,2003-03-29,TMIN,-9999
49426,MX000017004,2003-03-29,PRCP,0
4860,MX000017004,2003-03-3,TMAX,-9999
4862,MX000017004,2003-03-3,PRCP,0
4861,MX000017004,2003-03-3,TMIN,-9999
51140,MX000017004,2003-03-30,PRCP,-9999
51139,MX000017004,2003-03-30,TMIN,-9999
51138,MX000017004,2003-03-30,TMAX,-9999
52852,MX000017004,2003-03-31,TMAX,-9999
52854,MX000017004,2003-03-31,PRCP,-9999
52853,MX000017004,2003-03-31,TMIN,-9999
6576,MX000017004,2003-03-4,PRCP,0
6575,MX000017004,2003-03-4,TMIN,139
6574,MX000017004,2003-03-4,TMAX,333
8289,MX000017004,2003-03-5,TMIN,142
8290,MX000017004,2003-03-5,PRCP,-9999
8288,MX000017004,2003-03-5,TMAX,337
10004,MX000017004,2003-03-6,PRCP,-9999
10003,MX000017004,2003-03-6,TMIN,-9999
10002,MX000017004,2003-03-6,TMAX,-9999
11718,MX000017004,2003-03-7,PRCP,0
11717,MX000017004,2003-03-7,TMIN,-9999
11716,MX000017004,2003-03-7,TMAX,-9999
13430,MX000017004,2003-03-8,TMAX,377
13432,MX000017004,2003-03-8,PRCP,-9999
13431,MX000017004,2003-03-8,TMIN,146
15146,MX000017004,2003-03-9,PRCP,-9999
15145,MX000017004,2003-03-9,TMIN,-9999
15144,MX000017004,2003-03-9,TMAX,-9999
1437,MX000017004,2003-04-1,PRCP,399
1436,MX000017004,2003-04-1,TMIN,-9999
1435,MX000017004,2003-04-1,TMAX,-9999
16861,MX000017004,2003-04-10,TMAX,288
16862,MX000017004,2003-04-10,TMIN,180
16863,MX000017004,2003-04-10,PRCP,0
18575,MX000017004,2003-04-11,TMAX,-9999
18576,MX000017004,2003-04-11,TMIN,-9999
18577,MX000017004,2003-04-11,PRCP,0
20289,MX000017004,2003-04-12,TMAX,-9999
20290,MX000017004,2003-04-12,TMIN,-9999
20291,MX000017004,2003-04-12,PRCP,-9999
22004,MX000017004,2003-04-13,TMIN,-9999
22005,MX000017004,2003-04-13,PRCP,-9999
22003,MX000017004,2003-04-13,TMAX,-9999
23718,MX000017004,2003-04-14,TMIN,-9999
23719,MX000017004,2003-04-14,PRCP,0
23717,MX000017004,2003-04-14,TMAX,-9999
25433,MX000017004,2003-04-15,PRCP,0
25432,MX000017004,2003-04-15,TMIN,-9999
25431,MX000017004,2003-04-15,TMAX,-9999
27147,MX000017004,2003-04-16,PRCP,0
27146,MX000017004,2003-04-16,TMIN,-9999
27145,MX000017004,2003-04-16,TMAX,-9999
28859,MX000017004,2003-04-17,TMAX,-9999
28861,MX000017004,2003-04-17,PRCP,0
28860,MX000017004,2003-04-17,TMIN,-9999
30573,MX000017004,2003-04-18,TMAX,353
30575,MX000017004,2003-04-18,PRCP,0
30574,MX000017004,2003-04-18,TMIN,203
32289,MX000017004,2003-04-19,PRCP,0
32287,MX000017004,2003-04-19,TMAX,-9999
32288,MX000017004,2003-04-19,TMIN,-9999
3151,MX000017004,2003-04-2,PRCP,0
3149,MX000017004,2003-04-2,TMAX,-9999
3150,MX000017004,2003-04-2,TMIN,-9999
34003,MX000017004,2003-04-20,PRCP,0
34002,MX000017004,2003-04-20,TMIN,193
34001,MX000017004,2003-04-20,TMAX,358
35716,MX000017004,2003-04-21,TMIN,194
35715,MX000017004,2003-04-21,TMAX,363
35717,MX000017004,2003-04-21,PRCP,0
37430,MX000017004,2003-04-22,TMIN,187
37431,MX000017004,2003-04-22,PRCP,0
37429,MX000017004,2003-04-22,TMAX,354
39144,MX000017004,2003-04-23,TMIN,-9999
39145,MX000017004,2003-04-23,PRCP,0
39143,MX000017004,2003-04-23,TMAX,-9999
40857,MX000017004,2003-04-24,TMAX,348
40859,MX000017004,2003-04-24,PRCP,0
40858,MX000017004,2003-04-24,TMIN,173
42572,MX000017004,2003-04-25,TMIN,-9999
42571,MX000017004,2003-04-25,TMAX,-9999
42573,MX000017004,2003-04-25,PRCP,-9999
44287,MX000017004,2003-04-26,PRCP,-9999
44286,MX000017004,2003-04-26,TMIN,-9999
44285,MX000017004,2003-04-26,TMAX,-9999
45999,MX000017004,2003-04-27,TMAX,-9999
46001,MX000017004,2003-04-27,PRCP,-9999
46000,MX000017004,2003-04-27,TMIN,-9999
47715,MX000017004,2003-04-28,PRCP,0
47713,MX000017004,2003-04-28,TMAX,359
47714,MX000017004,2003-04-28,TMIN,184
49429,MX000017004,2003-04-29,PRCP,0
49427,MX000017004,2003-04-29,TMAX,350
49428,MX000017004,2003-04-29,TMIN,177
4865,MX000017004,2003-04-3,PRCP,0
4864,MX000017004,2003-04-3,TMIN,-9999
4863,MX000017004,2003-04-3,TMAX,-9999
51141,MX000017004,2003-04-30,TMAX,363
51142,MX000017004,2003-04-30,TMIN,177
51143,MX000017004,2003-04-30,PRCP,0
52855,MX000017004,2003-04-31,TMAX,-9999
52856,MX000017004,2003-04-31,TMIN,-9999
52857,MX000017004,2003-04-31,PRCP,-9999
6578,MX000017004,2003-04-4,TMIN,-9999
6579,MX000017004,2003-04-4,PRCP,0
6577,MX000017004,2003-04-4,TMAX,-9999
8293,MX000017004,2003-04-5,PRCP,0
8291,MX000017004,2003-04-5,TMAX,-9999
8292,MX000017004,2003-04-5,TMIN,-9999
10007,MX000017004,2003-04-6,PRCP,0
10006,MX000017004,2003-04-6,TMIN,165
10005,MX000017004,2003-04-6,TMAX,343
11720,MX000017004,2003-04-7,TMIN,196
11719,MX000017004,2003-04-7,TMAX,356
11721,MX000017004,2003-04-7,PRCP,0
13435,MX000017004,2003-04-8,PRCP,0
13434,MX000017004,2003-04-8,TMIN,-9999
13433,MX000017004,2003-04-8,TMAX,-9999
15149,MX000017004,2003-04-9,PRCP,0
15148,MX000017004,2003-04-9,TMIN,180
15147,MX000017004,2003-04-9,TMAX,350
1440,MX000017004,2003-05-1,PRCP,0
1439,MX000017004,2003-05-1,TMIN,174
1438,MX000017004,2003-05-1,TMAX,352
16864,MX000017004,2003-05-10,TMAX,-9999
16866,MX000017004,2003-05-10,PRCP,0
16865,MX000017004,2003-05-10,TMIN,-9999
18578,MX000017004,2003-05-11,TMAX,-9999
18579,MX000017004,2003-05-11,TMIN,-9999
18580,MX000017004,2003-05-11,PRCP,0
20292,MX000017004,2003-05-12,TMAX,-9999
20293,MX000017004,2003-05-12,TMIN,-9999
20294,MX000017004,2003-05-12,PRCP,-9999
22006,MX000017004,2003-05-13,TMAX,336
22007,MX000017004,2003-05-13,TMIN,175
22008,MX000017004,2003-05-13,PRCP,0
23720,MX000017004,2003-05-14,TMAX,-9999
23721,MX000017004,2003-05-14,TMIN,-9999
23722,MX000017004,2003-05-14,PRCP,0
25436,MX000017004,2003-05-15,PRCP,0
25435,MX000017004,2003-05-15,TMIN,176
25434,MX000017004,2003-05-15,TMAX,326
27149,MX000017004,2003-05-16,TMIN,154
27150,MX000017004,2003-05-16,PRCP,114
27148,MX000017004,2003-05-16,TMAX,314
28864,MX000017004,2003-05-17,PRCP,0
28862,MX000017004,2003-05-17,TMAX,-9999
28863,MX000017004,2003-05-17,TMIN,-9999
30577,MX000017004,2003-05-18,TMIN,-9999
30578,MX000017004,2003-05-18,PRCP,0
30576,MX000017004,2003-05-18,TMAX,-9999
32292,MX000017004,2003-05-19,PRCP,0
32291,MX000017004,2003-05-19,TMIN,-9999
32290,MX000017004,2003-05-19,TMAX,-9999
3153,MX000017004,2003-05-2,TMIN,-9999
3154,MX000017004,2003-05-2,PRCP,-9999
3152,MX000017004,2003-05-2,TMAX,-9999
34006,MX000017004,2003-05-20,PRCP,0
34005,MX000017004,2003-05-20,TMIN,176
34004,MX000017004,2003-05-20,TMAX,340
35720,MX000017004,2003-05-21,PRCP,0
35719,MX000017004,2003-05-21,TMIN,176
35718,MX000017004,2003-05-21,TMAX,343
37432,MX000017004,2003-05-22,TMAX,343
37434,MX000017004,2003-05-22,PRCP,0
37433,MX000017004,2003-05-22,TMIN,176
39148,MX000017004,2003-05-23,PRCP,3
39146,MX000017004,2003-05-23,TMAX,345
39147,MX000017004,2003-05-23,TMIN,175
40861,MX000017004,2003-05-24,TMIN,191
40860,MX000017004,2003-05-24,TMAX,340
40862,MX000017004,2003-05-24,PRCP,0
42576,MX000017004,2003-05-25,PRCP,0
42575,MX000017004,2003-05-25,TMIN,191
42574,MX000017004,2003-05-25,TMAX,315
44288,MX000017004,2003-05-26,TMAX,-9999
44289,MX000017004,2003-05-26,TMIN,-9999
44290,MX000017004,2003-05-26,PRCP,-9999
46003,MX000017004,2003-05-27,TMIN,139
46002,MX000017004,2003-05-27,TMAX,324
46004,MX000017004,2003-05-27,PRCP,0
47717,MX000017004,2003-05-28,TMIN,-9999
47718,MX000017004,2003-05-28,PRCP,-9999
47716,MX000017004,2003-05-28,TMAX,-9999
49431,MX000017004,2003-05-29,TMIN,-9999
49432,MX000017004,2003-05-29,PRCP,-9999
49430,MX000017004,2003-05-29,TMAX,-9999
4868,MX000017004,2003-05-3,PRCP,-9999
4866,MX000017004,2003-05-3,TMAX,-9999
4867,MX000017004,2003-05-3,TMIN,-9999
51144,MX000017004,2003-05-30,TMAX,330
51145,MX000017004,2003-05-30,TMIN,156
51146,MX000017004,2003-05-30,PRCP,0
52860,MX000017004,2003-05-31,PRCP,0
52859,MX000017004,2003-05-31,TMIN,180
52858,MX000017004,2003-05-31,TMAX,335
6581,MX000017004,2003-05-4,TMIN,-9999
6582,MX000017004,2003-05-4,PRCP,-9999
6580,MX000017004,2003-05-4,TMAX,-9999
8294,MX000017004,2003-05-5,TMAX,-9999
8296,MX000017004,2003-05-5,PRCP,0
8295,MX000017004,2003-05-5,TMIN,-9999
10008,MX000017004,2003-05-6,TMAX,353
10010,MX000017004,2003-05-6,PRCP,0
10009,MX000017004,2003-05-6,TMIN,173
11723,MX000017004,2003-05-7,TMIN,-9999
11724,MX000017004,2003-05-7,PRCP,0
11722,MX000017004,2003-05-7,TMAX,-9999
13436,MX000017004,2003-05-8,TMAX,342
13437,MX000017004,2003-05-8,TMIN,185
13438,MX000017004,2003-05-8,PRCP,0
15151,MX000017004,2003-05-9,TMIN,191
15152,MX000017004,2003-05-9,PRCP,0
15150,MX000017004,2003-05-9,TMAX,335
1443,MX000017004,2003-06-1,PRCP,0
1442,MX000017004,2003-06-1,TMIN,178
1441,MX000017004,2003-06-1,TMAX,345
16867,MX000017004,2003-06-10,TMAX,295
16868,MX000017004,2003-06-10,TMIN,150
16869,MX000017004,2003-06-10,PRCP,41
18581,MX000017004,2003-06-11,TMAX,-9999
18582,MX000017004,2003-06-11,TMIN,-9999
18583,MX000017004,2003-06-11,PRCP,0
20295,MX000017004,2003-06-12,TMAX,-9999
20296,MX000017004,2003-06-12,TMIN,-9999
20297,MX000017004,2003-06-12,PRCP,-9999
22011,MX000017004,2003-06-13,PRCP,0
22010,MX000017004,2003-06-13,TMIN,140
22009,MX000017004,2003-06-13,TMAX,295
23723,MX000017004,2003-06-14,TMAX,-9999
23725,MX000017004,2003-06-14,PRCP,-9999
23724,MX000017004,2003-06-14,TMIN,-9999
25438,MX000017004,2003-06-15,TMIN,-9999
25439,MX000017004,2003-06-15,PRCP,-9999
25437,MX000017004,2003-06-15,TMAX,-9999
27153,MX000017004,2003-06-16,PRCP,-9999
27152,MX000017004,2003-06-16,TMIN,-9999
27151,MX000017004,2003-06-16,TMAX,-9999
28865,MX000017004,2003-06-17,TMAX,271
28866,MX000017004,2003-06-17,TMIN,136
28867,MX000017004,2003-06-17,PRCP,0
30580,MX000017004,2003-06-18,TMIN,-9999
30581,MX000017004,2003-06-18,PRCP,-9999
30579,MX000017004,2003-06-18,TMAX,-9999
32293,MX000017004,2003-06-19,TMAX,-9999
32294,MX000017004,2003-06-19,TMIN,-9999
32295,MX000017004,2003-06-19,PRCP,-9999
3156,MX000017004,2003-06-2,TMIN,-9999
3157,MX000017004,2003-06-2,PRCP,-9999
3155,MX000017004,2003-06-2,TMAX,-9999
34008,MX000017004,2003-06-20,TMIN,-9999
34007,MX000017004,2003-06-20,TMAX,-9999
34009,MX000017004,2003-06-20,PRCP,-9999
35723,MX000017004,2003-06-21,PRCP,-9999
35721,MX000017004,2003-06-21,TMAX,-9999
35722,MX000017004,2003-06-21,TMIN,-9999
37435,MX000017004,2003-06-22,TMAX,-9999
37436,MX000017004,2003-06-22,TMIN,-9999
37437,MX000017004,2003-06-22,PRCP,-9999
39149,MX000017004,2003-06-23,TMAX,-9999
39150,MX000017004,2003-06-23,TMIN,-9999
39151,MX000017004,2003-06-23,PRCP,-9999
40865,MX000017004,2003-06-24,PRCP,-9999
40863,MX000017004,2003-06-24,TMAX,-9999
40864,MX000017004,2003-06-24,TMIN,-9999
42579,MX000017004,2003-06-25,PRCP,-9999
42578,MX000017004,2003-06-25,TMIN,-9999
42577,MX000017004,2003-06-25,TMAX,-9999
44291,MX000017004,2003-06-26,TMAX,292
44292,MX000017004,2003-06-26,TMIN,131
44293,MX000017004,2003-06-26,PRCP,183
46007,MX000017004,2003-06-27,PRCP,0
46006,MX000017004,2003-06-27,TMIN,-9999
46005,MX000017004,2003-06-27,TMAX,-9999
47719,MX000017004,2003-06-28,TMAX,-9999
47721,MX000017004,2003-06-28,PRCP,-9999
47720,MX000017004,2003-06-28,TMIN,-9999
49435,MX000017004,2003-06-29,PRCP,-9999
49433,MX000017004,2003-06-29,TMAX,-9999
49434,MX000017004,2003-06-29,TMIN,-9999
4871,MX000017004,2003-06-3,PRCP,-9999
4869,MX000017004,2003-06-3,TMAX,-9999
4870,MX000017004,2003-06-3,TMIN,-9999
51149,MX000017004,2003-06-30,PRCP,-9999
51147,MX000017004,2003-06-30,TMAX,-9999
51148,MX000017004,2003-06-30,TMIN,-9999
52861,MX000017004,2003-06-31,TMAX,-9999
52862,MX000017004,2003-06-31,TMIN,-9999
52863,MX000017004,2003-06-31,PRCP,-9999
6583,MX000017004,2003-06-4,TMAX,-9999
6585,MX000017004,2003-06-4,PRCP,-9999
6584,MX000017004,2003-06-4,TMIN,-9999
8298,MX000017004,2003-06-5,TMIN,-9999
8297,MX000017004,2003-06-5,TMAX,-9999
8299,MX000017004,2003-06-5,PRCP,-9999
10012,MX000017004,2003-06-6,TMIN,169
10013,MX000017004,2003-06-6,PRCP,-9999
10011,MX000017004,2003-06-6,TMAX,299
11727,MX000017004,2003-06-7,PRCP,-9999
11726,MX000017004,2003-06-7,TMIN,154
11725,MX000017004,2003-06-7,TMAX,298
13439,MX000017004,2003-06-8,TMAX,295
13440,MX000017004,2003-06-8,TMIN,154
13441,MX000017004,2003-06-8,PRCP,8
15153,MX000017004,2003-06-9,TMAX,-9999
15155,MX000017004,2003-06-9,PRCP,0
15154,MX000017004,2003-06-9,TMIN,-9999
1444,MX000017004,2003-07-1,TMAX,-9999
1446,MX000017004,2003-07-1,PRCP,0
1445,MX000017004,2003-07-1,TMIN,-9999
16870,MX000017004,2003-07-10,TMAX,295
16871,MX000017004,2003-07-10,TMIN,145
16872,MX000017004,2003-07-10,PRCP,5
18586,MX000017004,2003-07-11,PRCP,-9999
18585,MX000017004,2003-07-11,TMIN,-9999
18584,MX000017004,2003-07-11,TMAX,-9999
20300,MX000017004,2003-07-12,PRCP,-9999
20299,MX000017004,2003-07-12,TMIN,165
20298,MX000017004,2003-07-12,TMAX,288
22013,MX000017004,2003-07-13,TMIN,180
22014,MX000017004,2003-07-13,PRCP,-9999
22012,MX000017004,2003-07-13,TMAX,307
23728,MX000017004,2003-07-14,PRCP,0
23727,MX000017004,2003-07-14,TMIN,188
23726,MX000017004,2003-07-14,TMAX,330
25442,MX000017004,2003-07-15,PRCP,0
25441,MX000017004,2003-07-15,TMIN,188
25440,MX000017004,2003-07-15,TMAX,325
27156,MX000017004,2003-07-16,PRCP,0
27155,MX000017004,2003-07-16,TMIN,156
27154,MX000017004,2003-07-16,TMAX,327
28868,MX000017004,2003-07-17,TMAX,309
28869,MX000017004,2003-07-17,TMIN,177
28870,MX000017004,2003-07-17,PRCP,0
30582,MX000017004,2003-07-18,TMAX,308
30583,MX000017004,2003-07-18,TMIN,155
30584,MX000017004,2003-07-18,PRCP,0
32298,MX000017004,2003-07-19,PRCP,0
32296,MX000017004,2003-07-19,TMAX,313
32297,MX000017004,2003-07-19,TMIN,128
3158,MX000017004,2003-07-2,TMAX,280
3160,MX000017004,2003-07-2,PRCP,33
3159,MX000017004,2003-07-2,TMIN,139
